"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-01","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","101.4","","","","1"
"2019-01","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","100.0","","","","1"
"2019-01","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","101.4","","","","1"
"2019-01","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","102.0","","","","1"
"2019-01","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","101.6","","","","1"
"2019-01","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.8","","","","1"
"2019-01","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","101.7","","","","1"
"2019-01","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","100.2","","","","1"
"2019-01","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","101.5","","","","1"
"2019-01","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","101.2","","","","1"
"2019-01","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","101.5","","","","1"
"2019-01","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","101.1","","","","1"
"2019-01","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","99.8","","","","1"
"2019-01","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","100.4","","","","1"
"2019-01","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","99.7","","","","1"
"2019-01","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","101.1","","","","1"
"2019-01","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","102.3","","","","1"
"2019-01","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","102.1","","","","1"
"2019-01","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","102.3","","","","1"
"2019-01","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","101.1","","","","1"
"2019-04","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","101.9","","","","1"
"2019-04","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","101.5","","","","1"
"2019-04","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","101.9","","","","1"
"2019-04","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","101.7","","","","1"
"2019-04","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","101.6","","","","1"
"2019-04","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","100.0","","","","1"
"2019-04","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","101.7","","","","1"
"2019-04","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","102.0","","","","1"
"2019-04","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","104.9","","","","1"
"2019-04","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.6","","","","1"
"2019-04","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","105.2","","","","1"
"2019-04","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","100.2","","","","1"
"2019-04","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","101.6","","","","1"
"2019-04","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","101.7","","","","1"
"2019-04","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","101.6","","","","1"
"2019-04","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","100.9","","","","1"
"2019-04","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","101.3","","","","1"
"2019-04","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","101.2","","","","1"
"2019-04","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","101.2","","","","1"
"2019-04","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","101.7","","","","1"
"2019-04","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","102.4","","","","1"
"2019-04","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","101.9","","","","1"
"2019-04","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","102.4","","","","1"
"2019-04","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","104.3","","","","1"
"2019-07","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","102.1","","","","1"
"2019-07","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","101.8","","","","1"
"2019-07","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","102.2","","","","1"
"2019-07","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","101.3","","","","1"
"2019-07","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","101.8","","","","1"
"2019-07","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","100.9","","","","1"
"2019-07","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","101.9","","","","1"
"2019-07","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","102.0","","","","1"
"2019-07","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","105.9","","","","1"
"2019-07","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","99.9","","","","1"
"2019-07","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","106.2","","","","1"
"2019-07","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","100.4","","","","1"
"2019-07","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","101.9","","","","1"
"2019-07","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","102.0","","","","1"
"2019-07","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","101.9","","","","1"
"2019-07","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","102.7","","","","1"
"2019-07","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","101.3","","","","1"
"2019-07","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","101.9","","","","1"
"2019-07","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","101.3","","","","1"
"2019-07","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","100.9","","","","1"
"2019-07","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","102.9","","","","1"
"2019-07","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","101.9","","","","1"
"2019-07","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","103.0","","","","1"
"2019-07","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","103.1","","","","1"
"2019-10","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","101.8","","","","1"
"2019-10","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","102.4","","","","1"
"2019-10","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","101.8","","","","1"
"2019-10","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","101.5","","","","1"
"2019-10","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","102.1","","","","1"
"2019-10","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","100.9","","","","1"
"2019-10","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","102.2","","","","1"
"2019-10","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","101.8","","","","1"
"2019-10","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","107.2","","","","1"
"2019-10","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.0","","","","1"
"2019-10","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","107.6","","","","1"
"2019-10","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","100.4","","","","1"
"2019-10","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","101.8","","","","1"
"2019-10","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","102.4","","","","1"
"2019-10","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","101.7","","","","1"
"2019-10","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","102.1","","","","1"
"2019-10","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","100.8","","","","1"
"2019-10","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","102.7","","","","1"
"2019-10","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","100.8","","","","1"
"2019-10","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","101.1","","","","1"
"2019-10","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","101.0","","","","1"
"2019-10","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","103.5","","","","1"
"2019-10","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","100.7","","","","1"
"2019-10","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","105.0","","","","1"
"2020-01","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","102.7","","","","1"
"2020-01","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","103.9","","","","1"
"2020-01","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","102.6","","","","1"
"2020-01","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","103.2","","","","1"
"2020-01","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","102.8","","","","1"
"2020-01","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","116.9","","","","1"
"2020-01","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","102.2","","","","1"
"2020-01","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","101.4","","","","1"
"2020-01","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","108.2","","","","1"
"2020-01","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.0","","","","1"
"2020-01","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","108.6","","","","1"
"2020-01","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","100.4","","","","1"
"2020-01","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","102.4","","","","1"
"2020-01","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","104.1","","","","1"
"2020-01","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","102.1","","","","1"
"2020-01","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","103.4","","","","1"
"2020-01","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","101.6","","","","1"
"2020-01","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","103.1","","","","1"
"2020-01","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","101.4","","","","1"
"2020-01","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","103.2","","","","1"
"2020-01","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","103.2","","","","1"
"2020-01","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","103.9","","","","1"
"2020-01","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","103.1","","","","1"
"2020-01","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","105.0","","","","1"
"2020-04","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","103.6","","","","1"
"2020-04","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","103.8","","","","1"
"2020-04","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","103.6","","","","1"
"2020-04","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","103.4","","","","1"
"2020-04","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","102.8","","","","1"
"2020-04","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","117.4","","","","1"
"2020-04","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","102.0","","","","1"
"2020-04","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","103.5","","","","1"
"2020-04","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","111.0","","","","1"
"2020-04","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.0","","","","1"
"2020-04","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","111.6","","","","1"
"2020-04","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","100.4","","","","1"
"2020-04","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","103.3","","","","1"
"2020-04","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","103.6","","","","1"
"2020-04","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","103.2","","","","1"
"2020-04","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","103.4","","","","1"
"2020-04","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","101.9","","","","1"
"2020-04","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","103.1","","","","1"
"2020-04","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","101.8","","","","1"
"2020-04","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","103.2","","","","1"
"2020-04","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","105.2","","","","1"
"2020-04","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","105.0","","","","1"
"2020-04","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","105.2","","","","1"
"2020-04","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","106.7","","","","1"
"2020-07","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","104.5","","","","1"
"2020-07","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","104.4","","","","1"
"2020-07","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","104.6","","","","1"
"2020-07","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","101.5","","","","1"
"2020-07","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","102.9","","","","1"
"2020-07","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","118.5","","","","1"
"2020-07","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","102.0","","","","1"
"2020-07","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","103.5","","","","1"
"2020-07","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","111.1","","","","1"
"2020-07","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.0","","","","1"
"2020-07","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","111.7","","","","1"
"2020-07","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","100.4","","","","1"
"2020-07","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","103.9","","","","1"
"2020-07","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","104.5","","","","1"
"2020-07","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","103.8","","","","1"
"2020-07","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","103.4","","","","1"
"2020-07","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","102.2","","","","1"
"2020-07","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","103.9","","","","1"
"2020-07","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","102.2","","","","1"
"2020-07","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","100.6","","","","1"
"2020-07","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","110.6","","","","1"
"2020-07","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","104.3","","","","1"
"2020-07","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","111.3","","","","1"
"2020-07","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","106.7","","","","1"
"2020-10","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","105.2","","","","1"
"2020-10","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","105.1","","","","1"
"2020-10","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","105.3","","","","1"
"2020-10","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","101.3","","","","1"
"2020-10","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","102.6","","","","1"
"2020-10","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","116.7","","","","1"
"2020-10","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","101.8","","","","1"
"2020-10","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","103.5","","","","1"
"2020-10","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","112.8","","","","1"
"2020-10","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","100.5","","","","1"
"2020-10","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","113.5","","","","1"
"2020-10","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","101.3","","","","1"
"2020-10","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","104.3","","","","1"
"2020-10","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","104.3","","","","1"
"2020-10","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","104.4","","","","1"
"2020-10","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","101.6","","","","1"
"2020-10","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","102.5","","","","1"
"2020-10","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","102.6","","","","1"
"2020-10","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","102.6","","","","1"
"2020-10","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","100.6","","","","1"
"2020-10","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","112.1","","","","1"
"2020-10","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","111.7","","","","1"
"2020-10","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","112.2","","","","1"
"2020-10","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","107.2","","","","1"
"2021-01","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","105.9","","","","1"
"2021-01","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","106.1","","","","1"
"2021-01","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","106.0","","","","1"
"2021-01","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","102.5","","","","1"
"2021-01","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","102.9","","","","1"
"2021-01","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","116.7","","","","1"
"2021-01","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","102.1","","","","1"
"2021-01","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","103.9","","","","1"
"2021-01","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","111.8","","","","1"
"2021-01","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","102.8","","","","1"
"2021-01","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","112.3","","","","1"
"2021-01","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","101.6","","","","1"
"2021-01","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","105.8","","","","1"
"2021-01","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","104.9","","","","1"
"2021-01","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","106.0","","","","1"
"2021-01","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","102.5","","","","1"
"2021-01","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","103.4","","","","1"
"2021-01","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","104.4","","","","1"
"2021-01","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","103.4","","","","1"
"2021-01","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","102.0","","","","1"
"2021-01","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","113.2","","","","1"
"2021-01","British Columbia and territories","","Architectural and landscape architectural services","2018=100","390","units","0","v1064338912","6.2","112.5","","","","1"
"2021-01","British Columbia and territories","","Engineering services","2018=100","390","units","0","v1064338918","6.3","113.4","","","","1"
"2021-01","British Columbia and territories","","Surveying and mapping services","2018=100","390","units","0","v1064338924","6.4","107.5","","","","1"
"2021-04","Canada","2016A000011124","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338901","1.1","106.0","","","","1"
"2021-04","Canada","2016A000011124","Architectural and landscape architectural services","2018=100","390","units","0","v1064338907","1.2","106.0","","","","1"
"2021-04","Canada","2016A000011124","Engineering services","2018=100","390","units","0","v1064338913","1.3","106.1","","","","1"
"2021-04","Canada","2016A000011124","Surveying and mapping services","2018=100","390","units","0","v1064338919","1.4","102.4","","","","1"
"2021-04","Atlantic Region","2016A00011","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338902","2.1","102.8","","","","1"
"2021-04","Atlantic Region","2016A00011","Architectural and landscape architectural services","2018=100","390","units","0","v1064338908","2.2","116.7","","","","1"
"2021-04","Atlantic Region","2016A00011","Engineering services","2018=100","390","units","0","v1064338914","2.3","102.1","","","","1"
"2021-04","Atlantic Region","2016A00011","Surveying and mapping services","2018=100","390","units","0","v1064338920","2.4","101.9","","","","1"
"2021-04","Quebec","2016A000224","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338903","3.1","112.8","","","","1"
"2021-04","Quebec","2016A000224","Architectural and landscape architectural services","2018=100","390","units","0","v1064338909","3.2","102.3","","","","1"
"2021-04","Quebec","2016A000224","Engineering services","2018=100","390","units","0","v1064338915","3.3","113.4","","","","1"
"2021-04","Quebec","2016A000224","Surveying and mapping services","2018=100","390","units","0","v1064338921","3.4","102.2","","","","1"
"2021-04","Ontario","2016A000235","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338904","4.1","106.0","","","","1"
"2021-04","Ontario","2016A000235","Architectural and landscape architectural services","2018=100","390","units","0","v1064338910","4.2","105.1","","","","1"
"2021-04","Ontario","2016A000235","Engineering services","2018=100","390","units","0","v1064338916","4.3","106.2","","","","1"
"2021-04","Ontario","2016A000235","Surveying and mapping services","2018=100","390","units","0","v1064338922","4.4","102.4","","","","1"
"2021-04","Prairie Region","2016A00014","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338905","5.1","103.1","","","","1"
"2021-04","Prairie Region","2016A00014","Architectural and landscape architectural services","2018=100","390","units","0","v1064338911","5.2","103.6","","","","1"
"2021-04","Prairie Region","2016A00014","Engineering services","2018=100","390","units","0","v1064338917","5.3","103.2","","","","1"
"2021-04","Prairie Region","2016A00014","Surveying and mapping services","2018=100","390","units","0","v1064338923","5.4","102.0","","","","1"
"2021-04","British Columbia and territories","","Architectural, engineering and related services price index","2018=100","390","units","0","v1064338906","6.1","113.4","","","","1"
